88.6	15.6	0.933	5.72	1090	0.143	0.00112	6.87	0.00141	1.94E-08	1.44E-11	4.74E-12	3.25E-23	1.86E-17	-2.18E-23	1
78.7	23.1	0.549	4.59	1010	0.126	0.000692	7.34	0.00133	8.56E-08	9.54E-13	7.38E-12	1.69E-23	6.04E-16	-9.92E-24	1
86.2	16.5	0.615	4.27	1250	0.139	0.00107	6.9	0.00144	0.000000116	2E-11	5.41E-12	1.24E-23	-1.56E-16	-5.5E-23	1
85.4	22.2	1.07	6.54	1270	0.13	0.000402	7.91	0.00133	0.000000145	2.37E-11	5.21E-12	-3.98E-23	-1.98E-15	-4.18E-23	1
87.6	16.5	0.0934	4.22	1150	0.135	0.00095	7.02	0.00138	2.19E-08	1.68E-11	2.94E-12	4.63E-24	3.36E-16	2.01E-23	1
80.8	18.9	0.873	5.35	1190	0.139	0.000421	7.88	0.0014	0.000000189	2.42E-11	4.3E-12	-3.63E-23	-1.87E-15	-2.46E-23	1
81.7	17.3	0.0224	4.04	1210	0.134	0.001	6.97	0.00147	5.59E-08	2.42E-11	1.64E-12	7.16E-24	4.98E-17	-7.4E-24	1
69.9	17.9	2.4	10.7	892	0.143	0.00075	7.29	0.00143	0.000000137	5.41E-12	2.29E-11	2.32E-22	5.1E-15	1.05E-22	1
89.9	9.42	1.63	8.26	1450	0.137	0.000798	7.22	0.00143	0.000000054	1.61E-10	3.45E-11	1.88E-21	8.02E-15	-1.76E-21	1
80.7	18.3	0.101	4.55	1260	0.128	0.00104	6.96	0.00148	5.75E-08	2.69E-11	1.2E-12	5.48E-24	5.79E-17	-4.05E-24	1
83	18.2	0.641	3.97	1210	0.138	0.000412	7.91	0.00136	0.000000131	2.56E-11	5.24E-12	-5.04E-23	-1.88E-15	-3.4E-23	1
83.2	23.1	0.741	5.13	1410	0.122	0.000902	7.07	0.00141	0.000000041	1.19E-11	2.07E-12	5.18E-24	3.2E-16	8.89E-24	1
82.3	18.3	0.935	5.42	1150	0.144	0.000459	7.81	0.00143	0.0000002	2.34E-11	3.57E-12	-3.26E-23	-1.56E-15	-1.65E-24	1
80.4	21.1	0.729	4.98	1400	0.122	0.000887	7.08	0.00144	4.42E-08	1.44E-11	2.37E-12	3.86E-24	4.16E-16	1.33E-23	1
80.9	18.4	0.979	4.99	1130	0.143	0.000444	7.87	0.00144	0.000000159	3.17E-11	5.74E-12	-7.7E-23	-2.27E-15	-8.8E-24	1
78.1	19.6	0.675	4.51	1370	0.123	0.000904	7.07	0.00148	4.86E-08	1.85E-11	2.96E-12	3.95E-24	5.54E-16	2.15E-23	1
79	19.6	1.31	6.74	1130	0.145	0.000442	7.88	0.00145	0.000000138	3.5E-11	6.59E-12	-9.92E-23	-2.44E-15	-1.3E-23	1
76.7	19	0.799	5.13	1350	0.124	0.000939	7.03	0.00153	4.62E-08	2.73E-11	1.36E-12	4.57E-24	1.26E-16	6.95E-24	1
78	19.9	1.26	6.65	1130	0.146	0.000461	7.83	0.00149	0.000000149	4.09E-11	6.47E-12	-1.05E-22	-2.43E-15	9.03E-24	1
74.9	18.2	0.55	4.91	1350	0.129	0.000934	7.05	0.00155	5.81E-08	2.81E-11	4.42E-12	1.48E-24	8.89E-16	4.92E-23	1
76.6	18.4	0.947	6.2	1090	0.155	0.000487	7.78	0.00155	0.000000127	4.75E-11	5.24E-12	1.41E-23	-6.51E-16	8.15E-23	1
77.4	16.2	0.975	4.93	1340	0.137	0.000685	7.4	0.0016	0.00000016	6.09E-11	1.73E-11	5.58E-22	5.47E-15	6.93E-23	1
77.1	18.4	1.21	7.56	1030	0.162	0.000514	7.75	0.00161	0.00000015	4.9E-11	5.68E-12	9.48E-23	1.2E-15	-1.88E-24	1
76.4	16.8	0.987	5.17	1190	0.148	0.000777	7.33	0.00166	9.28E-08	5.48E-11	1.22E-11	2.9E-22	3.73E-15	-1.28E-22	1
76.8	15.9	0.663	6.51	978	0.163	0.000529	7.73	0.00165	0.000000186	3.81E-11	9.27E-12	5.98E-24	3.99E-15	-1.74E-22	1
73.5	15.3	0.976	7.33	1110	0.155	0.000971	7.11	0.00176	5.51E-08	2.72E-11	6.8E-12	-8.84E-23	-1.6E-15	-2.73E-23	1
83	14.5	-0.36	4.69	964	0.161	0.00054	7.7	0.0016	0.000000184	1.84E-11	1.5E-11	-1.8E-22	4.45E-15	-1.72E-22	1
79.8	15.6	-0.128	3.63	242	0.21	0.000837	7.29	0.00224	1.26E-08	2.18E-10	7.86E-11	-3.52E-21	6.64E-16	-9.65E-21	0
55.1	12.4	0.522	3.53	432	0.157	0.0007	7.39	0.00229	0.000000471	3.07E-11	3.23E-11	1.82E-23	2.18E-14	1.02E-21	0
53.3	13.4	0.886	4.71	465	0.152	0.000664	7.43	0.00232	0.000000556	3.16E-11	3.12E-11	1.38E-22	2.31E-14	9.68E-22	0
54.6	13.5	0.915	4.78	451	0.159	0.000677	7.44	0.00225	0.000000409	5.9E-11	2.21E-11	5.76E-22	1.36E-14	5.55E-22	0
54.9	13.6	0.989	4.96	441	0.166	0.000722	7.38	0.00228	0.000000511	3.95E-11	1.74E-11	2.85E-22	1.23E-14	3.56E-22	0
53	12.4	0.742	4.56	444	0.166	0.000751	7.35	0.00232	0.000000616	8.53E-11	1.81E-11	7.12E-22	1.09E-14	-4.51E-23	0
63.1	8.73	0.0672	3.13	273	0.197	0.00121	6.85	0.00213	0.000000554	1.61E-11	1.6E-11	2.27E-22	1.19E-14	-1.19E-22	0
54.8	13.2	0.568	3.82	431	0.169	0.000734	7.35	0.00233	0.000000832	1.16E-10	2.09E-11	7.88E-22	7.7E-15	-6.68E-22	0
54.2	13.9	0.434	3.26	427	0.175	0.000741	7.36	0.00229	0.000000673	6.04E-11	8.56E-12	7.91E-23	2.02E-16	-1.78E-22	0
52.7	13.6	0.529	3.11	419	0.178	0.000772	7.32	0.00229	0.00000072	8.42E-11	9.43E-12	-2.32E-22	-6.35E-15	-1.3E-22	0
50.5	13	0.536	2.96	433	0.174	0.000771	7.31	0.00232	0.000000733	2.27E-11	3.76E-12	-3.41E-23	-3.14E-15	-6.4E-24	0
49.4	13.3	0.746	3.27	429	0.179	0.000771	7.33	0.00228	0.000000673	3.24E-11	8.72E-12	-1.18E-22	-6.17E-15	-8.65E-23	0
45.8	12.2	0.972	3.94	443	0.168	0.000831	7.23	0.0023	0.000000618	5.86E-12	5.36E-12	-2.75E-24	-4.05E-15	-2.99E-23	0
95.1	9.88	-0.278	4.53	833	0.161	0.000899	7.13	0.00158	9.15E-09	2.49E-11	2.99E-11	2.14E-22	1.3E-15	7.88E-22	0
60.2	9.21	0.894	3.38	419	0.175	0.00155	6.62	0.00216	8.53E-08	1.26E-11	7.47E-12	2.39E-23	7.05E-16	-6.82E-23	0
99.1	7.44	0.0674	2.62	785	0.174	0.000979	7.07	0.00156	2.16E-08	2.75E-11	1.88E-11	1.64E-22	-7.56E-16	3.96E-22	0
61.5	9.05	0.964	3.92	417	0.173	0.00145	6.67	0.00213	0.000000088	1.6E-11	6.9E-12	-1.06E-23	1.26E-16	-7.18E-23	0
47.5	11.9	1.17	4.21	431	0.178	0.000884	7.22	0.00229	0.000000679	6.13E-12	1.08E-11	1.5E-23	-3.84E-15	-8.69E-23	0
51.2	10	1.13	4.22	467	0.167	0.00142	6.71	0.00239	0.000000285	7.54E-11	1.99E-11	5.24E-22	8.5E-15	-5.61E-22	0
51.2	9.12	1.1	4.53	445	0.177	0.0013	6.8	0.00255	0.000000724	3.71E-10	7.88E-11	9.78E-21	5.12E-14	-9.27E-21	0
82.1	15	0.393	6.57	811	0.199	0.0013	6.81	0.00155	1.46E-09	2.61E-11	1.57E-11	2.19E-22	-4.71E-16	-2.29E-22	0
88	11.7	0.892	4.02	722	0.133	0.00107	6.9	0.00148	0.000000165	8.69E-11	3.93E-11	1.66E-21	1.4E-14	-1.59E-21	0
84.5	14.7	0.487	3.65	1020	0.129	0.000957	7	0.00133	0.00000012	1.56E-11	1.7E-11	1.81E-23	2.58E-15	2.78E-22	0
81.1	14.1	0.414	3.52	906	0.131	0.000875	7.1	0.00133	8.83E-08	6.05E-12	2.11E-11	-1.23E-23	2.78E-15	2.39E-22	0
80.2	14.2	0.195	3.29	941	0.13	0.000859	7.11	0.00132	8.57E-08	5.1E-12	2.22E-11	-1.43E-23	3.01E-15	2.36E-22	0
88.4	12.2	0.843	4.67	696	0.133	0.000979	7.01	0.00145	5.38E-08	6.82E-11	2.49E-11	6.24E-22	5.54E-15	-8.14E-22	0
78.3	17.5	1.04	6.65	917	0.135	0.000882	7.09	0.00135	8.72E-08	4.52E-12	2.49E-11	-1.95E-23	3.6E-15	2.63E-22	0
85.7	10.7	0.693	4.18	667	0.134	0.000936	7.04	0.00149	0.000000058	7.54E-11	2.5E-11	7.19E-22	5.92E-15	-8.18E-22	0
74.6	18.4	0.499	4.72	871	0.133	0.000882	7.1	0.0014	9.21E-08	3.67E-12	2.72E-11	-6.28E-24	4.28E-15	2.72E-22	0
84.2	10.8	0.55	3.55	680	0.139	0.000997	7	0.00152	6.24E-08	8.23E-11	2.56E-11	8.44E-22	6.36E-15	-8.16E-22	0
70.2	18.9	0.18	3.79	854	0.131	0.00094	7.03	0.00148	0.000000107	5.33E-12	2.68E-11	7.65E-23	5.26E-15	3.11E-22	0
84.2	11.6	0.602	4.04	723	0.141	0.000947	7.05	0.00151	4.23E-08	8.07E-11	2.55E-11	6.22E-22	5.23E-15	-9.76E-22	0
84.7	12.4	0.512	4.05	789	0.135	0.000969	7.02	0.00149	2.66E-08	7.53E-11	2.25E-11	2.62E-22	3.66E-15	-8.88E-22	0
69.7	17.1	0.498	3.35	794	0.128	0.000763	7.23	0.00147	0.000000126	3.04E-12	3.95E-11	3.14E-22	5.74E-15	2.99E-22	0
69.7	16.5	0.791	3.6	744	0.135	0.000766	7.25	0.00146	7.69E-08	2.2E-12	4.4E-11	2.71E-22	4.37E-15	3.37E-22	0
70.5	16.3	0.899	3.78	725	0.135	0.000737	7.27	0.00149	8.43E-08	1.14E-12	3.94E-11	8.72E-23	3.9E-15	2.49E-22	0
71.7	15.9	0.757	3.19	709	0.135	0.000689	7.34	0.00146	8.49E-08	2.19E-12	4.34E-11	6.37E-25	5.5E-15	4.23E-22	0
72	16	0.764	3.28	705	0.139	0.000726	7.29	0.00151	7.97E-08	1.16E-12	3.71E-11	-2.07E-22	4.28E-15	1.27E-22	0
72.2	15.8	0.693	3.21	744	0.138	0.000691	7.35	0.00148	7.92E-08	3.59E-12	4.58E-11	-2.81E-22	7.1E-15	5.17E-22	0
73.7	16.8	0.649	2.91	779	0.141	0.000694	7.36	0.00147	6.55E-08	3.84E-12	4.78E-11	-3.03E-22	7.87E-15	5.73E-22	0
71.5	14.8	0.722	3.42	820	0.136	0.000705	7.33	0.00147	0.000000045	6.41E-13	5.97E-11	-8.89E-23	1.06E-14	3.58E-22	0
72.6	14.6	0.711	3.44	862	0.144	0.000775	7.25	0.00147	5.52E-08	8.81E-14	5.93E-11	-1.35E-22	1.1E-14	-6.59E-24	0
76.4	15.9	1.02	4.91	898	0.14	0.000743	7.28	0.00142	0.00000005	2E-12	3.72E-11	-2.9E-22	6.37E-15	1.37E-22	0
78.1	16.9	0.861	4.23	1000	0.138	0.000707	7.33	0.00138	4.36E-08	4.66E-12	4.91E-11	-4.3E-23	6.66E-15	7.41E-22	0
75.8	14.8	0.477	4.01	962	0.141	0.000771	7.23	0.00144	4.76E-08	8.84E-13	4.61E-11	-1.68E-22	7.76E-15	2.42E-22	0
77.1	15.2	0.281	3.35	1000	0.141	0.000808	7.19	0.00144	0.000000039	7.06E-13	4.6E-11	2.38E-23	7.96E-15	2.61E-22	0
77.3	16.9	1.06	7.2	989	0.137	0.000804	7.2	0.00144	3.58E-08	1.69E-12	3.66E-11	-1.77E-23	5.79E-15	2.87E-22	0
77.4	17.6	1.04	6.01	912	0.148	0.000848	7.16	0.00147	3.16E-08	2.98E-12	2.82E-11	-5.41E-23	3.79E-15	2.52E-22	0
77.8	15.8	0.557	5.06	862	0.148	0.00092	7.07	0.00149	2.53E-08	3.39E-12	2.53E-11	-3.31E-24	1.94E-15	2.34E-22	0
84.8	16.2	0.0906	3.99	859	0.144	0.000948	7.03	0.00143	1.46E-08	5.5E-12	1.91E-11	2.27E-23	1.45E-15	1.94E-22	0
85.8	14.5	0.0331	4.7	734	0.141	0.00102	6.97	0.00143	1.48E-08	3.8E-12	7.76E-12	-2.54E-23	1.31E-17	3.37E-23	0
110	9.08	0.0624	2.21	356	0.168	0.00124	6.8	0.00133	2.39E-08	6.51E-12	2.52E-12	-9.64E-24	1.17E-16	-3.29E-24	0
105	12.4	1.15	4.53	728	0.136	0.00103	6.98	0.00134	0.00000013	3.27E-13	5.31E-12	-4.57E-24	-7.14E-16	-5.3E-24	0
102	12.4	1.14	4.45	523	0.137	0.00112	6.86	0.00134	9.14E-08	5.56E-12	1.56E-12	-4.42E-24	3.42E-16	1.2E-24	0
102	12.6	1.37	5.39	498	0.143	0.00109	6.9	0.00133	6.26E-08	8.15E-12	1.93E-12	-4.52E-24	1.9E-16	6.15E-24	0
104	12.6	1.15	4.56	701	0.135	0.00101	7	0.00135	0.000000132	7.03E-13	4.62E-12	-6.41E-24	-5.11E-16	-5.32E-24	0
103	13	1.21	5.09	485	0.139	0.00102	6.96	0.00134	0.000000113	5.6E-12	1.4E-12	1.65E-25	1.14E-16	3.91E-24	0
102	12.9	1.51	6.25	710	0.142	0.000809	7.24	0.0014	0.000000292	7.37E-13	5.58E-12	-1.07E-23	9.09E-16	-3.62E-24	0
105	17.2	0.443	2.55	524	0.142	0.000934	7.04	0.00132	7.63E-08	6.14E-12	1.37E-12	3.96E-24	-2.45E-16	-3.41E-25	0
107	15.8	1.28	5.62	703	0.136	0.00071	7.32	0.00121	1.46E-09	2.23E-11	2.28E-12	-1.29E-23	8.84E-18	9.95E-24	0
104	12.9	0.846	3.61	597	0.152	0.00073	7.37	0.00148	0.000000445	5.3E-13	1.11E-11	-7.69E-24	4.38E-15	2.59E-23	0
105	15.7	1.42	5.65	692	0.14	0.000737	7.31	0.00123	6.08E-10	2.83E-11	2.3E-12	-1.8E-23	-5.66E-17	4.57E-24	0
104	12.4	1.22	4.91	605	0.149	0.000797	7.28	0.00145	0.000000371	9.57E-13	8.81E-12	-1.48E-23	2.38E-15	2.09E-23	0
109	11.3	0.491	3.91	526	0.192	0.000546	7.83	0.00143	0.000000153	1.4E-11	2.29E-11	-1.08E-22	2.15E-15	3.95E-22	0
107	15.4	1.5	5.51	707	0.144	0.000705	7.36	0.00122	7.36E-09	2.87E-11	3.36E-12	-2.63E-23	-1.91E-17	-1.99E-23	0
103	11.9	1.49	6.35	598	0.138	0.000851	7.16	0.00141	0.000000266	4.71E-12	6.64E-12	-2.59E-23	8.84E-16	2.66E-23	0
107	15.3	1.67	6.36	738	0.145	0.000703	7.35	0.00122	7.01E-09	2.89E-11	3.35E-12	-2.73E-23	-2.31E-17	-1.85E-23	0
105	12.4	0.967	5.39	578	0.149	0.000727	7.36	0.00144	0.000000339	4.12E-12	9.71E-12	-2.84E-23	2.21E-15	5.45E-23	0
106	16.2	1.6	5.97	764	0.142	0.000688	7.37	0.00123	6.97E-09	2.88E-11	3.54E-12	-3.14E-23	-3.93E-17	-1.72E-23	0
109	13	0.0917	3.27	626	0.173	0.000561	7.72	0.00146	0.000000443	6.44E-12	2.26E-11	4.72E-23	1.11E-14	2.68E-22	0
109	13.7	0.0477	2.68	474	0.15	0.00074	7.31	0.00132	0.000000185	1.89E-11	1.3E-12	-5.59E-24	-5.5E-16	-3.22E-24	0
105	16.5	1.46	5.61	808	0.141	0.000685	7.36	0.00123	2.08E-09	2.46E-11	3.76E-12	-3.48E-23	-7.07E-17	-1.01E-23	0
104	16.3	1.31	5.3	837	0.137	0.000716	7.32	0.00123	2.04E-10	2.04E-11	4E-12	-3.62E-23	-5.72E-17	-2.16E-24	0
110	15.8	0.539	3.32	475	0.148	0.000647	7.44	0.00133	0.000000192	4.32E-11	3.91E-12	-4.51E-23	-1.7E-15	-2.32E-23	0
106	16	0.847	4.47	828	0.155	0.000508	7.75	0.00122	5.31E-08	1.62E-12	5.4E-12	-9.45E-24	-1.03E-15	1.29E-23	0
103	13.9	0.527	2.86	628	0.151	0.000792	7.26	0.00146	0.000000331	1.21E-11	1.11E-11	-1.9E-23	3.71E-15	1.28E-22	0
108	15.3	0.571	3.61	473	0.146	0.00068	7.38	0.00134	0.000000157	3.12E-11	4.53E-12	9.85E-24	-1.06E-15	-5.3E-23	0
102	15.4	1.32	5.51	831	0.136	0.000647	7.43	0.00123	2.57E-08	6.5E-12	6.64E-12	-1.06E-23	3.56E-16	-4.23E-23	0
107	14.6	0.298	2.56	698	0.164	0.000546	7.69	0.00143	0.000000338	1.7E-11	2.72E-11	2.07E-22	1.25E-14	5.46E-22	0
105	16.5	1.49	5.67	828	0.14	0.000652	7.44	0.00122	3.81E-08	4.12E-12	6.49E-12	1.85E-24	5.73E-16	-3.35E-23	0
108	14.2	0.219	2.74	610	0.176	0.000549	7.76	0.0014	0.000000121	1.83E-11	1.95E-11	-1.55E-22	2.13E-15	3.34E-22	0
108	14.1	0.475	3.97	480	0.152	0.000565	7.58	0.00137	0.000000306	3.81E-11	3.02E-12	-1.15E-23	-1.02E-15	3.03E-23	0
108	16.2	1.17	5.05	825	0.163	0.000551	7.7	0.00123	5.56E-08	1.23E-12	3.65E-12	-1.25E-24	-7.13E-16	7.63E-24	0
107	16.5	1.46	6.5	832	0.163	0.000535	7.74	0.00125	6.19E-08	2.47E-12	3.08E-12	3.97E-24	-7.24E-16	7.52E-24	0
108	11.7	0.167	2.53	734	0.178	0.000522	7.83	0.00129	7.01E-08	1.38E-11	2.99E-12	8.28E-24	-3.13E-16	-1.74E-23	0
105	16.4	1.58	7.02	841	0.158	0.000533	7.74	0.00127	6.12E-08	2.91E-12	2.8E-12	4.57E-24	-6.58E-16	6.56E-24	0
102	15	1.03	4.03	682	0.148	0.000845	7.24	0.0014	0.000000131	9.56E-12	4.69E-12	-3.08E-23	-7.77E-17	6.42E-24	0
107	12.7	0.457	3.09	470	0.158	0.000564	7.6	0.00134	0.000000167	3.25E-11	1.04E-12	-1.34E-25	-1.44E-16	6.04E-24	0
101	14.9	1.77	7.41	884	0.137	0.000681	7.42	0.00127	5.83E-08	2.31E-12	4.29E-12	-3.23E-25	3.58E-16	-1.35E-23	0
105	11.8	0.191	2.09	745	0.143	0.00104	6.97	0.00127	2.76E-08	1.57E-11	2.31E-12	1.16E-23	1.3E-16	7.56E-24	0
101	8.06	0.516	3.27	835	0.145	0.000938	7.1	0.00128	0.000000016	6.4E-12	8.54E-12	4.64E-23	8.73E-16	-4.29E-23	0
108	15.8	0.53	3.07	749	0.154	0.000612	7.55	0.00141	0.000000282	2.4E-12	8.89E-12	-2.98E-23	1.59E-15	2.82E-23	0
108	12.8	0.361	2.96	493	0.166	0.000571	7.61	0.00129	7.49E-08	1.35E-11	1.73E-12	4.76E-24	4.71E-16	-6.86E-24	0
105	17.7	1.41	5.6	894	0.156	0.000575	7.69	0.00128	9.55E-08	1.1E-12	2.03E-12	2.75E-24	-5.67E-16	1.24E-24	0
104	15.9	0.677	3.44	683	0.164	0.000579	7.69	0.00152	0.00000049	8.82E-13	8.21E-12	-2.13E-23	2.1E-15	5.68E-24	0
107	12.3	0.226	2.9	436	0.185	0.000552	7.72	0.00135	4.11E-09	3.7E-11	4.45E-12	-3.97E-23	1.45E-16	4.12E-23	0
102	17.7	1.28	5.32	818	0.162	0.000589	7.7	0.00131	5.73E-08	5.15E-12	3.23E-12	1.31E-23	-7.36E-16	-9.34E-25	0
103	18.3	1.08	4.48	789	0.169	0.000613	7.71	0.00133	0.000000057	7.3E-12	3.3E-12	1.55E-23	-7.3E-16	-4.74E-24	0
104	18.2	1	4.95	840	0.166	0.000624	7.67	0.00133	0.000000134	3.75E-12	2.42E-12	-6.78E-24	-3.49E-16	-2.73E-24	0
103	16.4	1.17	6.17	743	0.179	0.000665	7.68	0.00133	2.39E-08	1.26E-11	4.72E-12	3.55E-23	-2.86E-16	8.34E-24	0
98.1	9.5	0.711	3.58	764	0.152	0.000827	7.23	0.00132	1.59E-08	3.02E-12	3.62E-13	-2.04E-25	1.59E-18	3.19E-25	0
99.1	17.4	1.58	7.28	754	0.182	0.000662	7.72	0.00138	0.000000109	6.23E-12	1.41E-12	2.03E-24	-4.27E-16	-3.66E-24	0
103	11.1	0.406	2.94	916	0.167	0.000595	7.59	0.00129	1.74E-08	3.75E-12	2.27E-12	-3.14E-24	2.88E-16	-5.82E-24	0
109	11.6	0.762	4.34	1310	0.123	0.000956	7.02	0.00144	0.00000034	1.1E-11	7.53E-14	1.84E-26	2.86E-17	6.59E-26	0
97.3	18.4	1.83	7.87	745	0.176	0.00065	7.63	0.00137	7.37E-08	2.62E-12	1.5E-12	2.3E-24	-3.46E-16	1.87E-24	0
102	8.98	0.326	2.79	909	0.172	0.000643	7.54	0.00132	3.38E-08	1.18E-11	2.4E-12	1.18E-23	4.4E-16	-5.02E-24	0
108	11	1.12	6.72	1220	0.12	0.00107	6.91	0.0014	0.00000021	1.17E-11	3.21E-13	-4.65E-25	1.24E-16	4.13E-25	0
108	19.1	1.54	5.53	1290	0.134	0.000841	7.21	0.00135	0.000000231	6.35E-12	5.35E-12	-9.89E-24	1.6E-15	2.96E-23	0
108	19.6	1.6	5.74	1270	0.136	0.000797	7.26	0.00136	0.00000024	8.51E-12	4.42E-12	-1.21E-23	1.44E-15	2.42E-23	0
108	10.1	0.43	3.73	1170	0.129	0.00116	6.84	0.00143	0.000000285	4.68E-12	7.57E-13	3.77E-25	1.79E-16	1.37E-24	0
99.6	9.7	0.319	2.78	1000	0.159	0.000677	7.46	0.00129	9.81E-09	6.69E-13	1.9E-12	-1.97E-24	1.88E-16	-8.71E-25	0
93.4	17.5	1.6	6.28	763	0.168	0.000656	7.61	0.00136	1.62E-08	7.56E-12	7.61E-13	-1.18E-24	-4.08E-17	1.4E-24	0
103	18.2	1.33	5.05	1070	0.16	0.000693	7.52	0.00142	0.000000337	2.78E-12	8.29E-12	-2.02E-23	2.29E-15	3.43E-23	0
